TransactionID,UserID,CourseID,TeacherID
TR00822,U01765,C0074,T0020
TR00823,U00353,C0170,T0113
TR00824,U01923,C0180,T0049
TR00825,U00073,C0153,T0106
TR00826,U02696,C0182,T0007
TR00827,U01377,C0125,T0029
TR00828,U01915,C0067,T0048
TR00829,U01094,C0006,T0093
TR00830,U02473,C0125,T0013
TR00831,U00708,C0058,T0003
TR00832,U01805,C0070,T0002
TR00833,U02609,C0053,T0016
TR00834,U02876,C0066,T0094
TR00835,U00956,C0058,T0102
TR00836,U02565,C0082,T0006
TR00837,U02476,C0087,T0045
TR00838,U00160,C0002,T0071
TR00839,U02197,C0150,T0005
TR00840,U02824,C0037,T0056
TR00841,U01736,C0148,T0071
TR00842,U01586,C0103,T0098
TR00843,U00067,C0024,T0032
TR00844,U02429,C0112,T0049
TR00845,U00058,C0065,T0013
TR00846,U00342,C0193,T0030
TR00847,U01154,C0129,T0025
TR00848,U02775,C0117,T0085
TR00849,U01196,C0116,T0060
TR00850,U02818,C0105,T0059
TR00851,U02662,C0003,T0085
TR00852,U01233,C0046,T0028
TR00853,U02402,C0055,T0112
TR00854,U01495,C0075,T0058
TR00855,U01822,C0192,T0020
TR00856,U00116,C0045,T0034
TR00857,U00662,C0154,T0005
TR00858,U01466,C0077,T0082
TR00859,U02501,C0193,T0060
TR00860,U01869,C0024,T0103
TR00861,U02335,C0035,T0043
TR00862,U01017,C0024,T0057
TR00863,U00311,C0028,T0057
TR00864,U00208,C0016,T0075
TR00865,U02666,C0059,T0054
TR00866,U02494,C0182,T0081
TR00867,U02718,C0144,T0112
TR00868,U00633,C0015,T0045
TR00869,U02103,C0011,T0086
TR00870,U02960,C0193,T0037
TR00871,U00657,C0079,T0084
TR00872,U01424,C0115,T0048
TR00873,U01932,C0068,T0118
TR00874,U02563,C0043,T0054
TR00875,U01680,C0069,T0048
TR00876,U00237,C0141,T0112
TR00877,U00348,C0138,T0110
TR00878,U02675,C0075,T0006
TR00879,U00630,C0103,T0034
TR00880,U01541,C0041,T0063
TR00881,U02004,C0178,T0078
TR00882,U01272,C0199,T0048
TR00883,U00364,C0059,T0023
TR00884,U02369,C0039,T0084
TR00885,U00286,C0003,T0013
TR00886,U00149,C0007,T0047
TR00887,U01108,C0049,T0044
TR00888,U02454,C0026,T0105
TR00889,U00456,C0161,T0032
TR00890,U01767,C0101,T0026
TR00891,U00800,C0176,T0114
TR00892,U01185,C0079,T0053
TR00893,U01013,C0002,T0014
TR00894,U02832,C0127,T0052
TR00895,U02508,C0199,T0036
TR00896,U01524,C0160,T0008
TR00897,U02786,C0132,T0040
TR00898,U02557,C0020,T0086
TR00899,U00481,C0117,T0022
TR00900,U01687,C0164,T0016
TR00901,U02162,C0032,T0091
TR00902,U02797,C0028,T0120
TR00903,U01602,C0077,T0060
TR00904,U02409,C0001,T0060
TR00905,U00341,C0188,T0010
TR00906,U02818,C0056,T0025
TR00907,U02011,C0035,T0031
TR00908,U02809,C0112,T0021
TR00909,U02497,C0030,T0091
TR00910,U01867,C0054,T0081
TR00911,U00835,C0036,T0033
TR00912,U01204,C0183,T0031
TR00913,U01726,C0080,T0114
TR00914,U01690,C0058,T0106
TR00915,U00311,C0083,T0090
TR00916,U00262,C0065,T0021
TR00917,U01443,C0069,T0036
TR00918,U00406,C0128,T0065
TR00919,U02191,C0051,T0004
TR00920,U00342,C0022,T0068
TR00921,U01340,C0107,T0090
TR00922,U00244,C0109,T0004
TR00923,U00490,C0116,T0113
TR00924,U00012,C0101,T0009
TR00925,U00561,C0181,T0030
TR00926,U00042,C0100,T0115
TR00927,U02726,C0164,T0045
TR00928,U00594,C0068,T0004
TR00929,U01453,C0036,T0069
TR00930,U01827,C0180,T0109
TR00931,U01694,C0181,T0023
TR00932,U00134,C0178,T0016
TR00933,U00948,C0169,T0022
TR00934,U00073,C0146,T0101
TR00935,U00399,C0022,T0072
TR00936,U01429,C0066,T0048
TR00937,U02626,C0021,T0062
TR00938,U02907,C0100,T0097
TR00939,U00130,C0128,T0119
TR00940,U02979,C0044,T0060
TR00941,U01812,C0103,T0102
TR00942,U02002,C0047,T0107
TR00943,U00266,C0039,T0080
TR00944,U01561,C0029,T0005
TR00945,U01986,C0054,T0080
TR00946,U00793,C0090,T0007
TR00947,U02301,C0085,T0051
TR00948,U02870,C0017,T0065
TR00949,U01313,C0080,T0009
TR00950,U00164,C0188,T0082
TR00951,U00095,C0159,T0045
TR00952,U01806,C0073,T0047
TR00953,U02881,C0049,T0067
TR00954,U01134,C0101,T0024
TR00955,U02384,C0002,T0092
TR00956,U00822,C0176,T0010
TR00957,U00238,C0142,T0073
TR00958,U02429,C0059,T0077
TR00959,U02947,C0097,T0048
TR00960,U02531,C0099,T0035
TR00961,U01961,C0186,T0054
TR00962,U02950,C0103,T0087
TR00963,U01049,C0186,T0111
TR00964,U01677,C0179,T0081
TR00965,U02530,C0002,T0110
TR00966,U02965,C0041,T0071
TR00967,U00964,C0123,T0116
TR00968,U00537,C0082,T0016
TR00969,U01604,C0144,T0053
TR00970,U01980,C0132,T0040
TR00971,U00128,C0140,T0100
TR00972,U00092,C0029,T0020
TR00973,U00543,C0135,T0088
TR00974,U00846,C0014,T0111
TR00975,U01682,C0012,T0069
TR00976,U01852,C0099,T0045
TR00977,U02495,C0133,T0006
TR00978,U00390,C0081,T0092
TR00979,U02720,C0106,T0069
TR00980,U01885,C0032,T0049
TR00981,U00043,C0074,T0039
TR00982,U00254,C0171,T0102
TR00983,U01084,C0081,T0002
TR00984,U02711,C0069,T0107
TR00985,U02515,C0045,T0039
TR00986,U02335,C0106,T0118
TR00987,U01541,C0137,T0021
TR00988,U01954,C0177,T0040
TR00989,U02826,C0161,T0101
TR00990,U02393,C0100,T0082
TR00991,U00642,C0146,T0054
TR00992,U02430,C0009,T0112
TR00993,U00690,C0062,T0110
TR00994,U01277,C0185,T0012
TR00995,U01951,C0029,T0081
TR00996,U01080,C0125,T0037
TR00997,U01487,C0114,T0110
TR00998,U00457,C0153,T0038
TR00999,U00983,C0143,T0015
TR01000,U02131,C0134,T0007
TR01001,U01123,C0120,T0078
TR01002,U00149,C0170,T0050
TR01003,U01353,C0157,T0065
TR01004,U01180,C0079,T0102
TR01005,U00190,C0093,T0067
TR01006,U00883,C0004,T0101
TR01007,U02311,C0082,T0044
TR01008,U00400,C0185,T0031
TR01009,U02812,C0177,T0043
TR01010,U00609,C0172,T0077
TR01011,U01796,C0075,T0048
TR01012,U01639,C0014,T0082
TR01013,U01576,C0131,T0081
TR01014,U02833,C0114,T0081
TR01015,U02149,C0062,T0061
TR01016,U01383,C0106,T0075
TR01017,U01404,C0064,T0084
TR01018,U00820,C0102,T0010
TR01019,U00820,C0173,T0029
TR01020,U00420,C0106,T0048
TR01021,U00124,C0186,T0098
TR01022,U00422,C0020,T0081
TR01023,U01509,C0058,T0118
TR01024,U01598,C0112,T0062
TR01025,U00768,C0057,T0116
TR01026,U02045,C0196,T0106
TR01027,U02531,C0119,T0013
TR01028,U02567,C0097,T0044
TR01029,U02203,C0092,T0047
TR01030,U02140,C0052,T0103
TR01031,U01550,C0037,T0064
TR01032,U02503,C0008,T0091
TR01033,U01765,C0044,T0118
TR01034,U02045,C0098,T0053
TR01035,U02646,C0133,T0090
TR01036,U00510,C0118,T0092
TR01037,U01207,C0069,T0077
TR01038,U00386,C0159,T0076
TR01039,U01598,C0045,T0044
TR01040,U02453,C0137,T0028
TR01041,U02294,C0032,T0002
TR01042,U00742,C0033,T0101
TR01043,U02709,C0126,T0057
TR01044,U02698,C0067,T0057
TR01045,U01912,C0030,T0034
TR01046,U01447,C0114,T0087
TR01047,U00901,C0029,T0058
TR01048,U02113,C0131,T0052
TR01049,U02261,C0185,T0109
TR01050,U02010,C0030,T0029
TR01051,U00242,C0137,T0035
TR01052,U02541,C0154,T0075
TR01053,U02386,C0130,T0048
TR01054,U02021,C0062,T0033
TR01055,U00173,C0003,T0115
TR01056,U00672,C0174,T0075
TR01057,U00164,C0068,T0073
TR01058,U00465,C0025,T0078
TR01059,U00497,C0179,T0009
TR01060,U00700,C0141,T0103
TR01061,U02443,C0044,T0048
TR01062,U00703,C0163,T0067
TR01063,U01941,C0055,T0093
TR01064,U02356,C0137,T0083
TR01065,U01792,C0130,T0036
TR01066,U00183,C0189,T0096
TR01067,U00629,C0041,T0071
TR01068,U02558,C0172,T0119
TR01069,U01732,C0064,T0092
TR01070,U00546,C0031,T0044
TR01071,U01588,C0047,T0082
TR01072,U00624,C0130,T0060
TR01073,U00594,C0096,T0063
TR01074,U00744,C0077,T0005
TR01075,U01769,C0110,T0087
TR01076,U01460,C0069,T0119
TR01077,U01949,C0058,T0086
TR01078,U02602,C0106,T0090
TR01079,U02069,C0044,T0106
TR01080,U02602,C0074,T0076
TR01081,U02445,C0056,T0040
TR01082,U02673,C0171,T0019
TR01083,U00105,C0127,T0047
TR01084,U02240,C0162,T0065
TR01085,U00017,C0030,T0067
TR01086,U00393,C0071,T0091
TR01087,U00425,C0198,T0018
TR01088,U02177,C0118,T0050
TR01089,U00572,C0055,T0030
TR01090,U02077,C0067,T0066
TR01091,U01121,C0141,T0005
TR01092,U00242,C0003,T0093
TR01093,U02280,C0026,T0097
TR01094,U00789,C0057,T0042
TR01095,U00715,C0126,T0084
TR01096,U00759,C0152,T0094
TR01097,U02850,C0053,T0106
TR01098,U00776,C0198,T0005
TR01099,U02774,C0043,T0050
TR01100,U02248,C0188,T0085
TR01101,U02993,C0186,T0058
TR01102,U00079,C0049,T0079
TR01103,U00856,C0042,T0084
TR01104,U02515,C0194,T0008
TR01105,U02629,C0011,T0113
TR01106,U01440,C0103,T0031
TR01107,U02988,C0098,T0012
TR01108,U02497,C0146,T0021
TR01109,U02135,C0085,T0094
TR01110,U02149,C0100,T0062
TR01111,U01032,C0104,T0091
TR01112,U00845,C0180,T0108
TR01113,U00087,C0046,T0090
TR01114,U02091,C0044,T0033
TR01115,U00408,C0022,T0026
TR01116,U02712,C0181,T0090
TR01117,U01669,C0187,T0100
TR01118,U00148,C0114,T0040
TR01119,U02325,C0125,T0065
TR01120,U00232,C0124,T0059
TR01121,U01951,C0030,T0015
TR01122,U00366,C0008,T0114
TR01123,U01675,C0098,T0001
TR01124,U00436,C0057,T0011
TR01125,U00399,C0111,T0055
TR01126,U01235,C0073,T0002
TR01127,U01415,C0115,T0065
TR01128,U02547,C0020,T0095
TR01129,U02588,C0025,T0044
TR01130,U00563,C0019,T0016
TR01131,U02490,C0005,T0118
TR01132,U01285,C0075,T0022
TR01133,U00773,C0128,T0106
TR01134,U02398,C0072,T0018
TR01135,U02038,C0155,T0047
TR01136,U02568,C0040,T0081
TR01137,U01344,C0026,T0030
TR01138,U02186,C0027,T0010
TR01139,U01574,C0190,T0099
TR01140,U00992,C0083,T0058
TR01141,U02416,C0128,T0062
TR01142,U01247,C0178,T0085
TR01143,U00360,C0170,T0080
TR01144,U00921,C0157,T0006
TR01145,U02377,C0167,T0067
TR01146,U02511,C0188,T0041
TR01147,U02994,C0169,T0043
TR01148,U00963,C0033,T0085
TR01149,U01828,C0097,T0077
TR01150,U02884,C0111,T0018
TR01151,U01614,C0016,T0058
TR01152,U01641,C0023,T0118
TR01153,U02217,C0135,T0060
TR01154,U00217,C0026,T0088
TR01155,U00378,C0096,T0027
TR01156,U00119,C0012,T0118
TR01157,U00190,C0072,T0068
TR01158,U02815,C0133,T0022
TR01159,U00370,C0106,T0024
TR01160,U01802,C0117,T0040
TR01161,U02197,C0197,T0109
TR01162,U00652,C0177,T0074
TR01163,U01883,C0026,T0066
TR01164,U01512,C0133,T0040
TR01165,U00770,C0022,T0006
TR01166,U02422,C0013,T0112
TR01167,U00781,C0156,T0018
TR01168,U01717,C0161,T0081
TR01169,U02208,C0107,T0102
TR01170,U02399,C0023,T0109
TR01171,U01312,C0097,T0087
TR01172,U02940,C0018,T0110
TR01173,U01250,C0117,T0030
TR01174,U00523,C0030,T0021
TR01175,U00522,C0026,T0062
TR01176,U00783,C0144,T0010
TR01177,U02321,C0039,T0120
TR01178,U00936,C0161,T0107
TR01179,U02231,C0154,T0013
TR01180,U01689,C0176,T0076
TR01181,U00488,C0193,T0009
TR01182,U01851,C0166,T0068
TR01183,U00846,C0130,T0039
TR01184,U02172,C0113,T0024
TR01185,U02838,C0134,T0118
TR01186,U02462,C0046,T0034
TR01187,U02004,C0050,T0103
TR01188,U01749,C0166,T0061
TR01189,U00686,C0106,T0041
TR01190,U02161,C0146,T0005
TR01191,U02936,C0155,T0079
TR01192,U02170,C0169,T0050
TR01193,U01568,C0072,T0004
TR01194,U01246,C0074,T0051
TR01195,U00039,C0017,T0052
TR01196,U02545,C0190,T0039
TR01197,U00780,C0157,T0008
TR01198,U01257,C0186,T0113
TR01199,U02991,C0070,T0045
TR01200,U02197,C0150,T0088
TR01201,U02709,C0006,T0117
TR01202,U01928,C0026,T0028
TR01203,U00302,C0167,T0119
TR01204,U02286,C0140,T0107
TR01205,U00647,C0099,T0027
TR01206,U00663,C0142,T0065
TR01207,U02284,C0022,T0034
TR01208,U01760,C0051,T0081
TR01209,U02251,C0151,T0101
TR01210,U00256,C0176,T0062
TR01211,U00598,C0199,T0062
TR01212,U00662,C0104,T0038
TR01213,U00235,C0178,T0026
TR01214,U01369,C0089,T0024
TR01215,U02582,C0141,T0039
TR01216,U02908,C0138,T0021
TR01217,U00770,C0183,T0094
TR01218,U02589,C0009,T0047
TR01219,U00213,C0079,T0115
TR01220,U00463,C0052,T0048
TR01221,U02484,C0130,T0013
TR01222,U00283,C0153,T0101
TR01223,U01487,C0013,T0003
TR01224,U01431,C0051,T0032
TR01225,U00088,C0186,T0035
TR01226,U01068,C0034,T0019
TR01227,U00461,C0035,T0014
TR01228,U02326,C0131,T0048
TR01229,U02469,C0120,T0086
TR01230,U01725,C0187,T0081
TR01231,U01377,C0070,T0068
TR01232,U02744,C0176,T0045
TR01233,U00515,C0192,T0104
TR01234,U00703,C0147,T0019
TR01235,U01654,C0067,T0064
TR01236,U02067,C0103,T0101
TR01237,U00023,C0073,T0066
TR01238,U02461,C0116,T0079
TR01239,U01054,C0133,T0066
TR01240,U01831,C0067,T0075
TR01241,U02156,C0139,T0045
TR01242,U01305,C0121,T0087
TR01243,U01135,C0094,T0074
TR01244,U02184,C0196,T0067
TR01245,U00362,C0197,T0069
TR01246,U02177,C0129,T0003
TR01247,U01900,C0091,T0038
TR01248,U01285,C0092,T0077
TR01249,U00515,C0063,T0042
TR01250,U00449,C0029,T0083
TR01251,U01924,C0012,T0040
TR01252,U01507,C0077,T0050
TR01253,U01248,C0041,T0035
TR01254,U01856,C0130,T0024
TR01255,U00874,C0037,T0088
TR01256,U02521,C0173,T0017
TR01257,U01429,C0176,T0040
TR01258,U02350,C0024,T0074
TR01259,U02279,C0099,T0066
TR01260,U01755,C0150,T0044
TR01261,U00923,C0100,T0023
TR01262,U02985,C0139,T0006
TR01263,U02160,C0058,T0066
TR01264,U01037,C0174,T0021
TR01265,U01417,C0029,T0119
TR01266,U02548,C0163,T0120
TR01267,U02980,C0143,T0035
TR01268,U02646,C0060,T0113
TR01269,U02282,C0095,T0029
TR01270,U02650,C0042,T0007
TR01271,U00314,C0043,T0093
TR01272,U02614,C0074,T0053
TR01273,U02257,C0177,T0037
TR01274,U01998,C0192,T0023
TR01275,U01038,C0160,T0097
TR01276,U01657,C0064,T0008
TR01277,U02635,C0002,T0076
TR01278,U01779,C0152,T0110
TR01279,U01015,C0066,T0048
TR01280,U01094,C0166,T0010
TR01281,U01125,C0031,T0079
TR01282,U00698,C0115,T0117
TR01283,U02180,C0026,T0024
TR01284,U01405,C0029,T0090
TR01285,U01156,C0195,T0047
TR01286,U01044,C0078,T0106
TR01287,U01930,C0025,T0053
TR01288,U02584,C0048,T0039
TR01289,U01014,C0065,T0067
TR01290,U00227,C0181,T0066
TR01291,U01829,C0067,T0006
TR01292,U01493,C0090,T0021
TR01293,U00822,C0146,T0073
TR01294,U02024,C0137,T0074
TR01295,U00871,C0038,T0036
TR01296,U02453,C0087,T0003
TR01297,U02250,C0149,T0105
TR01298,U02086,C0065,T0088
TR01299,U02990,C0149,T0086
TR01300,U01796,C0027,T0113
TR01301,U00188,C0106,T0078
TR01302,U01081,C0123,T0042
TR01303,U00941,C0198,T0045
TR01304,U02321,C0044,T0044
TR01305,U02631,C0100,T0091
TR01306,U02564,C0028,T0033
TR01307,U00526,C0173,T0060
TR01308,U00336,C0017,T0086
TR01309,U02746,C0127,T0093
TR01310,U01079,C0123,T0083
TR01311,U02548,C0168,T0083
TR01312,U02948,C0131,T0070
TR01313,U02814,C0076,T0109
TR01314,U02584,C0194,T0083
TR01315,U00162,C0046,T0077
TR01316,U00594,C0158,T0026
TR01317,U01939,C0069,T0086
TR01318,U02207,C0137,T0021
TR01319,U00060,C0085,T0100
TR01320,U02963,C0011,T0120
TR01321,U01902,C0069,T0002
TR01322,U02259,C0099,T0047
TR01323,U00406,C0091,T0108
TR01324,U00664,C0194,T0030
TR01325,U01133,C0159,T0027
TR01326,U01100,C0161,T0071
TR01327,U00542,C0167,T0020
TR01328,U01338,C0094,T0050
TR01329,U00998,C0174,T0095
TR01330,U01141,C0165,T0023
TR01331,U02975,C0115,T0013
TR01332,U00868,C0188,T0081
TR01333,U02067,C0031,T0004
TR01334,U00432,C0011,T0014
TR01335,U00740,C0087,T0020
TR01336,U01374,C0121,T0013
TR01337,U00183,C0130,T0003
TR01338,U02161,C0105,T0090
TR01339,U01207,C0027,T0090
TR01340,U02529,C0002,T0082
TR01341,U01170,C0103,T0096
TR01342,U00831,C0101,T0078
TR01343,U01652,C0021,T0047
TR01344,U01137,C0058,T0003
TR01345,U02811,C0133,T0001
TR01346,U00476,C0180,T0090
TR01347,U02811,C0173,T0024
TR01348,U01327,C0085,T0113
TR01349,U00971,C0093,T0035
TR01350,U01020,C0020,T0014
TR01351,U01142,C0061,T0067
TR01352,U01837,C0038,T0013
TR01353,U00161,C0148,T0047
TR01354,U02449,C0025,T0050
TR01355,U00198,C0130,T0078
TR01356,U01284,C0121,T0085
TR01357,U00660,C0160,T0026
TR01358,U01776,C0026,T0003
TR01359,U01071,C0198,T0051
TR01360,U02011,C0169,T0040
TR01361,U00399,C0067,T0068
TR01362,U01734,C0001,T0036
TR01363,U01583,C0051,T0051
TR01364,U02126,C0005,T0107
TR01365,U02172,C0013,T0001
TR01366,U00075,C0147,T0104
TR01367,U02185,C0140,T0111
TR01368,U00602,C0048,T0033
TR01369,U00837,C0153,T0007
TR01370,U01529,C0057,T0117
TR01371,U00500,C0115,T0116
TR01372,U01597,C0035,T0052
TR01373,U00138,C0076,T0120
TR01374,U02098,C0094,T0011
TR01375,U01795,C0005,T0027
TR01376,U00973,C0022,T0014
TR01377,U01643,C0103,T0086
TR01378,U01886,C0185,T0080
TR01379,U02302,C0175,T0046
TR01380,U02029,C0182,T0076
TR01381,U02758,C0131,T0113
TR01382,U01901,C0124,T0110
TR01383,U02611,C0053,T0010
TR01384,U02805,C0159,T0024
TR01385,U01450,C0069,T0061
TR01386,U00547,C0104,T0110
TR01387,U00922,C0161,T0018
TR01388,U00581,C0200,T0086
TR01389,U01373,C0178,T0009
TR01390,U01957,C0016,T0017
TR01391,U02004,C0116,T0102
TR01392,U02097,C0076,T0104
TR01393,U02965,C0109,T0058
TR01394,U00704,C0039,T0013
TR01395,U02309,C0089,T0050
TR01396,U02404,C0174,T0101
TR01397,U01626,C0112,T0006
TR01398,U00638,C0047,T0085
TR01399,U02791,C0172,T0051
TR01400,U01010,C0137,T0036
TR01401,U02979,C0128,T0071
TR01402,U00641,C0178,T0100
TR01403,U02840,C0077,T0025
TR01404,U02660,C0188,T0011
TR01405,U01862,C0015,T0044
TR01406,U02857,C0036,T0014
TR01407,U01206,C0063,T0109
TR01408,U00686,C0069,T0029
TR01409,U01852,C0169,T0074
TR01410,U00188,C0074,T0050
TR01411,U01620,C0024,T0112
TR01412,U01688,C0049,T0005
TR01413,U00985,C0146,T0072
TR01414,U00548,C0007,T0110
TR01415,U02773,C0004,T0069
TR01416,U02974,C0090,T0088
TR01417,U01432,C0197,T0104
TR01418,U00876,C0060,T0057
TR01419,U00618,C0055,T0026
TR01420,U02462,C0016,T0006
TR01421,U01366,C0029,T0016
TR01422,U01244,C0151,T0060
TR01423,U00903,C0014,T0100
TR01424,U00163,C0079,T0012
TR01425,U01975,C0177,T0075
TR01426,U00270,C0033,T0003
TR01427,U00632,C0153,T0063
TR01428,U00906,C0021,T0108
TR01429,U02015,C0145,T0064
TR01430,U01642,C0023,T0062
TR01431,U00205,C0057,T0101
TR01432,U00582,C0186,T0006
TR01433,U01580,C0142,T0019
TR01434,U00841,C0093,T0018
TR01435,U01837,C0020,T0080
TR01436,U01252,C0158,T0087
TR01437,U01720,C0019,T0043
TR01438,U01643,C0181,T0101
TR01439,U02644,C0103,T0073
TR01440,U02298,C0184,T0003
TR01441,U00875,C0077,T0072
TR01442,U01465,C0151,T0038
TR01443,U02244,C0190,T0068
TR01444,U00690,C0033,T0076
TR01445,U02011,C0018,T0044
TR01446,U02687,C0073,T0095
TR01447,U01423,C0161,T0089
TR01448,U02002,C0160,T0117
TR01449,U00672,C0189,T0080
TR01450,U01172,C0182,T0063
TR01451,U01496,C0017,T0042
TR01452,U00944,C0019,T0064
TR01453,U02247,C0070,T0054
TR01454,U01450,C0120,T0078
TR01455,U02540,C0101,T0077
TR01456,U00896,C0034,T0105
TR01457,U02190,C0084,T0071
TR01458,U01337,C0153,T0076
TR01459,U00165,C0196,T0037
TR01460,U02362,C0074,T0114
TR01461,U02069,C0088,T0004
TR01462,U01106,C0085,T0002
TR01463,U01754,C0011,T0099
TR01464,U02353,C0091,T0044
TR01465,U01939,C0144,T0067
TR01466,U00371,C0189,T0068
TR01467,U01881,C0127,T0102
TR01468,U00853,C0113,T0076
TR01469,U00384,C0080,T0083
TR01470,U01932,C0007,T0074
TR01471,U02493,C0016,T0062
TR01472,U00425,C0016,T0001
TR01473,U02209,C0168,T0017
TR01474,U00629,C0012,T0016
TR01475,U00895,C0035,T0009
TR01476,U02538,C0021,T0053
TR01477,U02375,C0178,T0073
TR01478,U00598,C0171,T0059
TR01479,U02337,C0017,T0119
TR01480,U00593,C0032,T0009
TR01481,U01688,C0041,T0012
TR01482,U00573,C0134,T0119
TR01483,U02076,C0027,T0041
TR01484,U02091,C0148,T0015
TR01485,U01705,C0153,T0066
TR01486,U02471,C0066,T0075
TR01487,U00177,C0137,T0011
TR01488,U00529,C0092,T0008
TR01489,U01634,C0181,T0055
TR01490,U00966,C0061,T0096
TR01491,U01518,C0166,T0006
TR01492,U00198,C0003,T0053
TR01493,U02658,C0198,T0020
TR01494,U02890,C0103,T0039
TR01495,U00853,C0055,T0099
TR01496,U01538,C0001,T0072
TR01497,U02070,C0101,T0114
TR01498,U01081,C0198,T0113
TR01499,U02890,C0045,T0107
TR01500,U00098,C0175,T0034
TR01501,U01904,C0026,T0057
TR01502,U00435,C0121,T0117
TR01503,U00637,C0142,T0120
TR01504,U00588,C0182,T0019
TR01505,U00344,C0199,T0071
TR01506,U01318,C0046,T0031
TR01507,U01980,C0122,T0082
TR01508,U00571,C0031,T0040
TR01509,U00611,C0059,T0014
TR01510,U01728,C0029,T0103
TR01511,U02291,C0106,T0117
TR01512,U01855,C0017,T0100
TR01513,U02609,C0142,T0081
TR01514,U00960,C0164,T0037
TR01515,U02080,C0186,T0044
TR01516,U02439,C0024,T0009
TR01517,U02325,C0109,T0058
TR01518,U00532,C0191,T0020
TR01519,U01178,C0091,T0109
TR01520,U02431,C0025,T0092
TR01521,U01092,C0187,T0050
TR01522,U01902,C0032,T0020
TR01523,U00884,C0116,T0105
TR01524,U02262,C0082,T0036
TR01525,U01679,C0110,T0117
TR01526,U02424,C0146,T0027
TR01527,U02792,C0037,T0072
TR01528,U02261,C0026,T0032
TR01529,U02127,C0137,T0001
TR01530,U01750,C0064,T0017
TR01531,U02676,C0072,T0009
TR01532,U02652,C0148,T0084
TR01533,U00782,C0182,T0045
TR01534,U02728,C0106,T0096
TR01535,U02106,C0086,T0066
TR01536,U00881,C0158,T0032
TR01537,U00447,C0053,T0045
TR01538,U02114,C0092,T0009
TR01539,U01784,C0099,T0030
TR01540,U01278,C0191,T0084
TR01541,U01992,C0011,T0038
TR01542,U01068,C0031,T0060
TR01543,U01578,C0177,T0001
TR01544,U01012,C0100,T0005
TR01545,U02275,C0087,T0063
TR01546,U00774,C0147,T0099
TR01547,U02727,C0140,T0036
TR01548,U01815,C0015,T0065
TR01549,U02649,C0159,T0078
TR01550,U02427,C0171,T0073
TR01551,U01202,C0101,T0094
TR01552,U01451,C0165,T0024
TR01553,U02757,C0029,T0004
TR01554,U00307,C0114,T0114
TR01555,U00779,C0107,T0078
TR01556,U02552,C0154,T0089
TR01557,U02316,C0108,T0068
TR01558,U00008,C0130,T0025
TR01559,U02556,C0084,T0074
TR01560,U00476,C0015,T0099
TR01561,U01321,C0132,T0119
TR01562,U02212,C0050,T0007
TR01563,U00485,C0166,T0106
TR01564,U02615,C0023,T0013
TR01565,U00905,C0059,T0068
TR01566,U00559,C0090,T0114
TR01567,U01968,C0115,T0043
TR01568,U02286,C0075,T0057
TR01569,U01128,C0156,T0036
TR01570,U01234,C0194,T0120
TR01571,U02602,C0123,T0014
TR01572,U02876,C0136,T0082
TR01573,U00468,C0157,T0072
TR01574,U02434,C0139,T0096
TR01575,U02823,C0018,T0027
TR01576,U00848,C0183,T0106
TR01577,U02435,C0050,T0037
TR01578,U02925,C0142,T0087
TR01579,U00259,C0118,T0071
TR01580,U00283,C0137,T0076
TR01581,U01650,C0139,T0025
TR01582,U01899,C0191,T0067
TR01583,U00040,C0108,T0090
TR01584,U02534,C0067,T0004
TR01585,U02977,C0181,T0106
TR01586,U02268,C0167,T0100
TR01587,U01015,C0078,T0079
TR01588,U00613,C0184,T0096
TR01589,U02976,C0156,T0093
TR01590,U01916,C0075,T0074
TR01591,U00688,C0039,T0085
TR01592,U00613,C0025,T0118
TR01593,U02308,C0021,T0016
TR01594,U02414,C0138,T0111
TR01595,U01782,C0171,T0019
TR01596,U01811,C0015,T0029
TR01597,U02592,C0048,T0116
TR01598,U02697,C0086,T0051
TR01599,U01548,C0149,T0018
TR01600,U01931,C0188,T0058
TR01601,U02862,C0116,T0044
TR01602,U01153,C0050,T0016
TR01603,U00575,C0151,T0065
TR01604,U01911,C0141,T0112
TR01605,U01013,C0069,T0002
TR01606,U00670,C0004,T0056
TR01607,U00269,C0078,T0079
TR01608,U01284,C0200,T0103
TR01609,U00924,C0009,T0028
TR01610,U01126,C0121,T0065
TR01611,U01530,C0115,T0005
TR01612,U01759,C0163,T0106
TR01613,U01595,C0101,T0022
TR01614,U00247,C0149,T0117
TR01615,U01561,C0186,T0100
TR01616,U02179,C0146,T0110
TR01617,U02401,C0097,T0013
TR01618,U02244,C0200,T0065
TR01619,U01940,C0081,T0016
TR01620,U00930,C0043,T0119
TR01621,U02693,C0095,T0105
TR01622,U00227,C0006,T0086
TR01623,U02749,C0067,T0064
TR01624,U00265,C0140,T0032
TR01625,U01396,C0100,T0080
TR01626,U01458,C0012,T0051
TR01627,U00646,C0066,T0079
TR01628,U02259,C0002,T0058
TR01629,U01419,C0143,T0046
TR01630,U01474,C0151,T0052
TR01631,U02991,C0157,T0106
TR01632,U01388,C0081,T0117
TR01633,U01900,C0135,T0063
TR01634,U02505,C0156,T0076
TR01635,U02773,C0142,T0060
TR01636,U01250,C0172,T0065
TR01637,U00982,C0158,T0117
TR01638,U01155,C0160,T0081
TR01639,U00588,C0070,T0105
TR01640,U00476,C0115,T0055
TR01641,U01822,C0088,T0115
TR01642,U00986,C0006,T0057
TR01643,U02204,C0027,T0114
